GW_ID,GW_name,WFD_db_ID,Year,Mean,Minimum,Maximum,Median
78,PTM14,PT_GWB_PTM14,2009,9.4,8.8,10,9.4
47,PTM15,PT_GWB_PTM15,2009,57.83333,21,111,68.5
69,PTM16,PT_GWB_PTM16,2009,14.975,1.8,26,14.975
49,PTM17,PT_GWB_PTM17,2009,18,16,20,18
75,PTM2,PT_GWB_PTM2,2009,16.33333,12,24,15.5
77,PTM3,PT_GWB_PTM3,2009,47,19,103,23.5
82,PTM4,PT_GWB_PTM4,2009,33.83333,29,38,34
65,PTM5,PT_GWB_PTM5,2009,5.59,2.3,11,4.5
83,PTM6,PT_GWB_PTM6,2009,24.33333,18,28,26.5
84,PTM7,PT_GWB_PTM7,2009,26.25,22,29,26.25
72,PTM8,PT_GWB_PTM8,2009,9.58333,1.5,20,6.6
76,PTM9,PT_GWB_PTM9,2009,36.25,15,76,27
9,PTO10,PT_GWB_PTO10,2009,7.9,1,18,4.7
35,PTO11,PT_GWB_PTO11,2009,5.96667,1,12,4.9
15,PTO12,PT_GWB_PTO12,2009,3,1,11,1
51,PTO14,PT_GWB_PTO14,2009,5.8,2.4,9.2,5.8
74,PTO15,PT_GWB_PTO15,2009,9.50216,2.215,22,8.288
63,PTO19,PT_GWB_PTO19,2009,9.46667,1,23,4.4
21,PTO2,PT_GWB_PTO2,2009,7.63636,1,35,1
29,PTO20,PT_GWB_PTO20,2009,11.27016,1,37.212,9.5515
37,PTO25,PT_GWB_PTO25,2009,0.443,0.443,0.443,0.443
87,PTO28,PT_GWB_PTO28,2009,0.7165,0.443,0.99,0.7165
20,PTO29,PT_GWB_PTO29,2009,15.68,6,28,10
24,PTO3,PT_GWB_PTO3,2009,7.475,1,13,7.95
17,PTO30,PT_GWB_PTO30,2009,4.23333,1,6.8,4.9
18,PTO31,PT_GWB_PTO31,2009,3.73333,1,6.3,3.9
Look_into_this,PTO32,PT_GWB_PTO32,2009,17,11,24,16.5
8,PTO33,PT_GWB_PTO33,2009,10.22592,0.9746,22.593,9.746
88,PTO4,PT_GWB_PTO4,2009,13,13,13,13
25,PTO5,PT_GWB_PTO5,2009,1,1,1,1
23,PTO6,PT_GWB_PTO6,2009,12.72333,1,66,4.1
26,PTO7,PT_GWB_PTO7,2009,9.475,1,19,8.95
19,PTO8,PT_GWB_PTO8,2009,3.7,3.7,3.7,3.7
38,PTO9,PT_GWB_PTO9,2009,10.69702,1.5062,19,11.4
12,PTT01RH6,PT_GWB_PTT01RH6,2009,1,1,1,1
44,PTT1,PT_GWB_PTT1,2009,8.34054,0.443,24.808,2.88063
45,PTT3,PT_GWB_PTT3,2009,2.17386,0.443,14,1.329
13,PTT6,PT_GWB_PTT6,2009,1.78,1,4.9,1
46,PTT7,PT_GWB_PTT7,2009,31.5,23,41,31.5
Look_into_this,PT001,PT_GWB_PT001,2010,16.66667,12,22,16
Look_into_this,PT002,PT_GWB_PT002,2010,55.25,13,92,58
Look_into_this,PT003,PT_GWB_PT003,2010,12,1,42,4
Look_into_this,PT004,PT_GWB_PT004,2010,4.04545,1,15,3
Look_into_this,PT005,PT_GWB_PT005,2010,8.66667,4,11,11
Look_into_this,PT007,PT_GWB_PT007,2010,19.14286,4,47,13
Look_into_this,PT008,PT_GWB_PT008,2010,16,4,29,15
Look_into_this,PT009,PT_GWB_PT009,2010,45.59286,1,150,29.65
Look_into_this,PT010,PT_GWB_PT010,2010,7.025,2,15,4.825
1,PTA0x1RH1,PT_GWB_PTA0x1RH1,2010,11.63333,3.6,26.1,5.2
54,PTA0x1RH2,PT_GWB_PTA0x1RH2,2010,6.78333,1,23.3,1
3,PTA0x1RH3,PT_GWB_PTA0x1RH3,2010,4.175,1,13.6,4.2
6,PTA0x1RH4,PT_GWB_PTA0x1RH4,2010,29.7,7.4,52,29.7
85,PTA0x1RH5,PT_GWB_PTA0x1RH5,2010,14.41667,1,59,5.5
39,PTA0x1RH6,PT_GWB_PTA0x1RH6,2010,11.075,2.1,19,11.075
73,PTA0x1RH8,PT_GWB_PTA0x1RH8,2010,8.375,6,13,8.375
5,PTA0x2RH1,PT_GWB_PTA0x2RH1,2010,14.61667,1,39.2,3.65
53,PTA0x2RH2,PT_GWB_PTA0x2RH2,2010,42.9,30.2,55.6,42.9
52,PTA0x4RH2,PT_GWB_PTA0x4RH2,2010,46.31111,14.7,68.1,38.1
41,PTA0z1RH6,PT_GWB_PTA0z1RH6,2010,2.025,1,5.1,2.025
14,PTA0z1RH8,PT_GWB_PTA0z1RH8,2010,16.25,2.5,30,16.25
93,PTA0z2RH6,PT_GWB_PTA0z2RH6,2010,1,1,1,1
10,PTA12,PT_GWB_PTA12,2010,1,1,1,1
28,PTA2,PT_GWB_PTA2,2010,8.66667,4,11,11
30,PTA3,PT_GWB_PTA3,2010,17,1,38,17.5
32,PTA4,PT_GWB_PTA4,2010,50,20,98,50
56,PTA6,PT_GWB_PTA6,2010,12.86667,3.2,20,15
61,PTM03RH8,PT_GWB_PTM03RH8,2010,4.025,1,7,4.025
62,PTM1,PT_GWB_PTM1,2010,21,20,22,21
70,PTM10,PT_GWB_PTM10,2010,32,10,61,29.75
71,PTM11,PT_GWB_PTM11,2010,47.5,46,49,47.5
Look_into_this,PTM12,PT_GWB_PTM12,2010,53.975,3,140,47.25
68,PTM13,PT_GWB_PTM13,2010,4.21667,1,6.6,4.35
78,PTM14,PT_GWB_PTM14,2010,9.95,9.9,10,9.95
47,PTM15,PT_GWB_PTM15,2010,59,50,86,56
69,PTM16,PT_GWB_PTM16,2010,30.38333,4.3,58,27
49,PTM17,PT_GWB_PTM17,2010,23,17,29,23
75,PTM2,PT_GWB_PTM2,2010,16.66667,12,22,16
77,PTM3,PT_GWB_PTM3,2010,44.83333,18,96,22
82,PTM4,PT_GWB_PTM4,2010,44.25,34,57,44.25
65,PTM5,PT_GWB_PTM5,2010,7.025,2,15,4.825
83,PTM6,PT_GWB_PTM6,2010,18.33333,3,28,18.5
84,PTM7,PT_GWB_PTM7,2010,24.5,22,28,24.5
72,PTM8,PT_GWB_PTM8,2010,8.66667,2,18,8
76,PTM9,PT_GWB_PTM9,2010,43.875,9,140,26.75
33,PTO01RH5,PT_GWB_PTO01RH5,2010,12,12,12,12
27,PTO1,PT_GWB_PTO1,2010,27.58077,1,150,9.5
9,PTO10,PT_GWB_PTO10,2010,11.15,5.3,17,11.15
35,PTO11,PT_GWB_PTO11,2010,12,12,12,12
15,PTO12,PT_GWB_PTO12,2010,6,1,23,2
51,PTO14,PT_GWB_PTO14,2010,5.3,1,9.6,5.3
74,PTO15,PT_GWB_PTO15,2010,12.6,2.4,29,9.5
63,PTO19,PT_GWB_PTO19,2010,7,1,19,1
21,PTO2,PT_GWB_PTO2,2010,7.27778,1,31,1
29,PTO20,PT_GWB_PTO20,2010,16.45455,1,47,12
31,PTO23,PT_GWB_PTO23,2010,150,150,150,150
86,PTO24,PT_GWB_PTO24,2010,29,29,29,29
37,PTO25,PT_GWB_PTO25,2010,9,9,9,9
81,PTO26,PT_GWB_PTO26,2010,6,6,6,6
87,PTO28,PT_GWB_PTO28,2010,1.5,1,2,1.5
20,PTO29,PT_GWB_PTO29,2010,14.03,4.1,28,6.1
24,PTO3,PT_GWB_PTO3,2010,7.2625,2.1,14,7.475
17,PTO30,PT_GWB_PTO30,2010,6,6,6,6
18,PTO31,PT_GWB_PTO31,2010,5.45,4.1,6.7,5.5
Look_into_this,PTO32,PT_GWB_PTO32,2010,13.625,11,16,13.75
8,PTO33,PT_GWB_PTO33,2010,15.375,2,31,14.5
88,PTO4,PT_GWB_PTO4,2010,10.35,9.7,11,10.35
23,PTO6,PT_GWB_PTO6,2010,15.38,1,81,6
26,PTO7,PT_GWB_PTO7,2010,8.3375,1,16,9.175
19,PTO8,PT_GWB_PTO8,2010,3.4,3.4,3.4,3.4
38,PTO9,PT_GWB_PTO9,2010,12.3375,2.7,23,13.425
12,PTT01RH6,PT_GWB_PTT01RH6,2010,1,1,1,1
44,PTT1,PT_GWB_PTT1,2010,12.33333,1,42,5
45,PTT3,PT_GWB_PTT3,2010,4.04348,1,15,3
13,PTT6,PT_GWB_PTT6,2010,1.68,1,4.6,1
46,PTT7,PT_GWB_PTT7,2010,84.5,56,130,76
Look_into_this,PT001,PT_GWB_PT001,2011,16.5,11,22,14
Look_into_this,PT002,PT_GWB_PT002,2011,46.25,1,120,32
Look_into_this,PT003,PT_GWB_PT003,2011,2.75,1,6,2
Look_into_this,PT004,PT_GWB_PT004,2011,2.16667,1,7,1
Look_into_this,PT005,PT_GWB_PT005,2011,8,1,12,11
Look_into_this,PT006,PT_GWB_PT006,2011,53.5,25,88,49.75
Look_into_this,PT007,PT_GWB_PT007,2011,16.2,9,32,13
Look_into_this,PT008,PT_GWB_PT008,2011,20.5,15,26,20.5
Look_into_this,PT009,PT_GWB_PT009,2011,47.57143,1,130,38.5
Look_into_this,PT010,PT_GWB_PT010,2011,8.82,2,15,10
1,PTA0x1RH1,PT_GWB_PTA0x1RH1,2011,11.63333,4.2,26.2,5.25
54,PTA0x1RH2,PT_GWB_PTA0x1RH2,2011,8.11667,1,21.8,1.55
3,PTA0x1RH3,PT_GWB_PTA0x1RH3,2011,5.8,1,14.2,4
6,PTA0x1RH4,PT_GWB_PTA0x1RH4,2011,8.275,7.7,9.6,8.275
85,PTA0x1RH5,PT_GWB_PTA0x1RH5,2011,14.81818,1,71,5
39,PTA0x1RH6,PT_GWB_PTA0x1RH6,2011,13.5,11,16,13.5
40,PTA0x1RH7,PT_GWB_PTA0x1RH7,2011,21.7,2.4,43,19
5,PTA0x2RH1,PT_GWB_PTA0x2RH1,2011,12.88333,1,36,3.2
52,PTA0x4RH2,PT_GWB_PTA0x4RH2,2011,63.32778,32.5,151,50.26667
41,PTA0z1RH6,PT_GWB_PTA0z1RH6,2011,1.25,1,2,1.25
42,PTA0z1RH7,PT_GWB_PTA0z1RH7,2011,3.09167,0.5,10,2.175
93,PTA0z2RH6,PT_GWB_PTA0z2RH6,2011,1,1,1,1
55,PTA10,PT_GWB_PTA10,2011,23.6375,9.1,33,25
64,PTA11,PT_GWB_PTA11,2011,21.125,1,36,24
10,PTA12,PT_GWB_PTA12,2011,1.5,1,2,1.5
28,PTA2,PT_GWB_PTA2,2011,8,1,12,11
30,PTA3,PT_GWB_PTA3,2011,28.75,14,60,20.5
32,PTA4,PT_GWB_PTA4,2011,34.72727,12,72,35.5
90,PTA5,PT_GWB_PTA5,2011,31.5,15,62,24.75
56,PTA6,PT_GWB_PTA6,2011,15.51667,6.1,20,15.5
59,PTA9,PT_GWB_PTA9,2011,53.5,25,88,49.75
68,PTM13,PT_GWB_PTM13,2011,4.73333,0.5,13,4.35
78,PTM14,PT_GWB_PTM14,2011,3.8,3.8,3.8,3.8
47,PTM15,PT_GWB_PTM15,2011,45.83333,17,72,51
69,PTM16,PT_GWB_PTM16,2011,26.11667,0.5,52,25
49,PTM17,PT_GWB_PTM17,2011,13.5,13,14,13.5
75,PTM2,PT_GWB_PTM2,2011,16.5,11,22,14
77,PTM3,PT_GWB_PTM3,2011,40.5,18,77,25
82,PTM4,PT_GWB_PTM4,2011,39.75,35,44,39.75
65,PTM5,PT_GWB_PTM5,2011,8.82,2,15,10
83,PTM6,PT_GWB_PTM6,2011,14.83333,2.5,27,18
84,PTM7,PT_GWB_PTM7,2011,21,21,21,21
72,PTM8,PT_GWB_PTM8,2011,8.16667,1.8,23,5.2
76,PTM9,PT_GWB_PTM9,2011,32.925,8.7,84,19.5
27,PTO1,PT_GWB_PTO1,2011,28.13846,1,130,11
9,PTO10,PT_GWB_PTO10,2011,12,4.5,20,12
35,PTO11,PT_GWB_PTO11,2011,9.33333,1,15,9.33333
15,PTO12,PT_GWB_PTO12,2011,4.2,1,16,1
51,PTO14,PT_GWB_PTO14,2011,2.4,2.4,2.4,2.4
74,PTO15,PT_GWB_PTO15,2011,14.5,2.5,26,15
36,PTO18,PT_GWB_PTO18,2011,5,5,5,5
63,PTO19,PT_GWB_PTO19,2011,10.66667,1,18,13
21,PTO2,PT_GWB_PTO2,2011,9.42857,1,32,1
29,PTO20,PT_GWB_PTO20,2011,13.375,1,32,11.5
31,PTO23,PT_GWB_PTO23,2011,140,140,140,140
86,PTO24,PT_GWB_PTO24,2011,55,55,55,55
37,PTO25,PT_GWB_PTO25,2011,2,2,2,2
20,PTO29,PT_GWB_PTO29,2011,15.49,5.6,30,8.9
24,PTO3,PT_GWB_PTO3,2011,7.2625,1,12,7.725
17,PTO30,PT_GWB_PTO30,2011,6.25,5.1,7.8,6.25
18,PTO31,PT_GWB_PTO31,2011,5.03333,3.8,6.9,4.5
Look_into_this,PTO32,PT_GWB_PTO32,2011,15.33333,13,19,15.5
8,PTO33,PT_GWB_PTO33,2011,12.8,1,28,10
88,PTO4,PT_GWB_PTO4,2011,12,12,12,12
23,PTO6,PT_GWB_PTO6,2011,17.88,1,96,4
26,PTO7,PT_GWB_PTO7,2011,8.4,1,16,9.05
19,PTO8,PT_GWB_PTO8,2011,4.05,3.2,4.9,4.05
38,PTO9,PT_GWB_PTO9,2011,14.06,2.6,24,18
12,PTT01RH6,PT_GWB_PTT01RH6,2011,1,1,1,1
44,PTT1,PT_GWB_PTT1,2011,6.5,1,17,4
45,PTT3,PT_GWB_PTT3,2011,2.16667,1,7,1
13,PTT6,PT_GWB_PTT6,2011,2.5,1,9.5,1.55
46,PTT7,PT_GWB_PTT7,2011,58,1,120,53
Look_into_this,PT001,PT_GWB_PT001,2012,17,15,19,17
Look_into_this,PT002,PT_GWB_PT002,2012,76,76,76,76
Look_into_this,PT003,PT_GWB_PT003,2012,1.9,1,2.9,1.8
Look_into_this,PT004,PT_GWB_PT004,2012,2.95714,0.445,20,1.065
Look_into_this,PT005,PT_GWB_PT005,2012,7.3,4.6,10,7.3
Look_into_this,PT006,PT_GWB_PT006,2012,49.83333,12,86,55.5
Look_into_this,PT007,PT_GWB_PT007,2012,30.8,4.9,120,8
Look_into_this,PT008,PT_GWB_PT008,2012,10.2,9.4,11,10.2
Look_into_this,PT009,PT_GWB_PT009,2012,58.78571,1,150,44
Look_into_this,PT010,PT_GWB_PT010,2012,5.8625,1.7,12,4.625
1,PTA0x1RH1,PT_GWB_PTA0x1RH1,2012,13.2,5.3,21.1,13.2
54,PTA0x1RH2,PT_GWB_PTA0x1RH2,2012,7.63333,1,18.7,3.2
3,PTA0x1RH3,PT_GWB_PTA0x1RH3,2012,3,1,5.7,2.65
6,PTA0x1RH4,PT_GWB_PTA0x1RH4,2012,7.9,7.9,7.9,7.9
85,PTA0x1RH5,PT_GWB_PTA0x1RH5,2012,11.96208,0.445,42,5.5
39,PTA0x1RH6,PT_GWB_PTA0x1RH6,2012,13,13,13,13
40,PTA0x1RH7,PT_GWB_PTA0x1RH7,2012,21.5,1,43,22
73,PTA0x1RH8,PT_GWB_PTA0x1RH8,2012,8.45,6.3,11,8.45
5,PTA0x2RH1,PT_GWB_PTA0x2RH1,2012,17.75,1,34.5,17.75
52,PTA0x4RH2,PT_GWB_PTA0x4RH2,2012,90.3,25.7,149,90.3
41,PTA0z1RH6,PT_GWB_PTA0z1RH6,2012,1,1,1,1
42,PTA0z1RH7,PT_GWB_PTA0z1RH7,2012,4.62,0.5,13,2.95
93,PTA0z2RH6,PT_GWB_PTA0z2RH6,2012,1,1,1,1
55,PTA10,PT_GWB_PTA10,2012,25.5,14,34,27.25
64,PTA11,PT_GWB_PTA11,2012,24.66667,22,27,25
10,PTA12,PT_GWB_PTA12,2012,1,1,1,1
28,PTA2,PT_GWB_PTA2,2012,7.3,4.6,10,7.3
30,PTA3,PT_GWB_PTA3,2012,18.13,0.75,37,10
32,PTA4,PT_GWB_PTA4,2012,53.375,13,95,45.5
90,PTA5,PT_GWB_PTA5,2012,36.83333,12,61,34
56,PTA6,PT_GWB_PTA6,2012,18.75,15,27,18.75
59,PTA9,PT_GWB_PTA9,2012,49.83333,12,86,55.5
61,PTM03RH8,PT_GWB_PTM03RH8,2012,2.875,0.5,5.4,2.875
62,PTM1,PT_GWB_PTM1,2012,20.5,20,21,20.5
70,PTM10,PT_GWB_PTM10,2012,30.24,0.5,51,26
Look_into_this,PTM12,PT_GWB_PTM12,2012,45.6,3.5,95,58
68,PTM13,PT_GWB_PTM13,2012,7.33333,2.2,14,4.9
78,PTM14,PT_GWB_PTM14,2012,7.5,7.1,7.9,7.5
47,PTM15,PT_GWB_PTM15,2012,59.5,47,72,59.5
69,PTM16,PT_GWB_PTM16,2012,24.5,24,25,24.5
49,PTM17,PT_GWB_PTM17,2012,21,13,29,21
75,PTM2,PT_GWB_PTM2,2012,17,15,19,17
77,PTM3,PT_GWB_PTM3,2012,41.16667,18,86,24
82,PTM4,PT_GWB_PTM4,2012,34.5,34,35,34.5
65,PTM5,PT_GWB_PTM5,2012,5.8625,1.7,12,4.625
83,PTM6,PT_GWB_PTM6,2012,19.5,17,24,19.5
84,PTM7,PT_GWB_PTM7,2012,23,20,26,23
72,PTM8,PT_GWB_PTM8,2012,8,0.5,19,4.25
76,PTM9,PT_GWB_PTM9,2012,36.0875,8.8,97,19.5
27,PTO1,PT_GWB_PTO1,2012,51.15556,1,150,44
9,PTO10,PT_GWB_PTO10,2012,22,22,22,22
35,PTO11,PT_GWB_PTO11,2012,12,12,12,12
15,PTO12,PT_GWB_PTO12,2012,4.75,1,16,1
74,PTO15,PT_GWB_PTO15,2012,7.46667,2,11,9.4
63,PTO19,PT_GWB_PTO19,2012,4.0335,0.445,12,2.8
21,PTO2,PT_GWB_PTO2,2012,7.54,1,32,1
29,PTO20,PT_GWB_PTO20,2012,22.48182,4.9,120,8
86,PTO24,PT_GWB_PTO24,2012,53,53,53,53
37,PTO25,PT_GWB_PTO25,2012,0.445,0.445,0.445,0.445
81,PTO26,PT_GWB_PTO26,2012,3,3,3,3
87,PTO28,PT_GWB_PTO28,2012,1.3,1.3,1.3,1.3
20,PTO29,PT_GWB_PTO29,2012,16.9,6.2,28,16.7
24,PTO3,PT_GWB_PTO3,2012,9.2,9.2,9.2,9.2
17,PTO30,PT_GWB_PTO30,2012,6.2,5,7.4,6.2
18,PTO31,PT_GWB_PTO31,2012,6.7,6.7,6.7,6.7
Look_into_this,PTO32,PT_GWB_PTO32,2012,15,11,19,15
8,PTO33,PT_GWB_PTO33,2012,8.82417,0.445,17,9.7
23,PTO6,PT_GWB_PTO6,2012,10,1,29,2.5
26,PTO7,PT_GWB_PTO7,2012,5.3,1,9.6,5.3
38,PTO9,PT_GWB_PTO9,2012,8.86667,4.3,17,5.3
12,PTT01RH6,PT_GWB_PTT01RH6,2012,2,2,2,2
44,PTT1,PT_GWB_PTT1,2012,2.075,1,2.9,2.2
45,PTT3,PT_GWB_PTT3,2012,3.07333,0.445,20,1.2
13,PTT6,PT_GWB_PTT6,2012,2.1,1,5.4,1
46,PTT7,PT_GWB_PTT7,2012,76,76,76,76
