Muni_ID,ID,Muni,nuts3,agrarian_region,artificial_sup,natural_sup,well_gw,spring_gw
1416,1851416,Santarém,LEZÍRIA DO TEJO,RIBATEJO E OESTE,0.07,0.13,0.79,0.01
501,16A0501,Belmonte,BEIRAS E SERRA DA ESTRELA,BEIRA INTERIOR,0.16,0.14,0.6,0.1
503,16A0503,Covilhã,BEIRAS E SERRA DA ESTRELA,BEIRA INTERIOR,0.16,0.14,0.6,0.1
504,16A0504,Fundão,BEIRAS E SERRA DA ESTRELA,BEIRA INTERIOR,0.16,0.14,0.6,0.1
1001,16B1001,Alcobaça,OESTE,RIBATEJO E OESTE,0.07,0.13,0.79,0.01
1005,16B1005,Bombarral,OESTE,RIBATEJO E OESTE,0.07,0.13,0.79,0.01
1006,16B1006,Caldas da Rainha,OESTE,RIBATEJO E OESTE,0.07,0.13,0.79,0.01
1011,16B1011,Nazaré,OESTE,RIBATEJO E OESTE,0.07,0.13,0.79,0.01
1012,16B1012,Óbidos,OESTE,RIBATEJO E OESTE,0.07,0.13,0.79,0.01
1014,16B1014,Peniche,OESTE,RIBATEJO E OESTE,0.07,0.13,0.79,0.01
1101,16B1101,Alenquer,OESTE,RIBATEJO E OESTE,0.07,0.13,0.79,0.01
1102,16B1102,Arruda dos Vinhos,OESTE,RIBATEJO E OESTE,0.07,0.13,0.79,0.01
1104,16B1104,Cadaval,OESTE,RIBATEJO E OESTE,0.07,0.13,0.79,0.01
1108,16B1108,Lourinhã,OESTE,RIBATEJO E OESTE,0.07,0.13,0.79,0.01
1112,16B1112,Sobral de Monte Agraço,OESTE,RIBATEJO E OESTE,0.07,0.13,0.79,0.01
1113,16B1113,Torres Vedras,OESTE,RIBATEJO E OESTE,0.07,0.13,0.79,0.01
1401,16C1401,Abrantes,MÉDIO TEJO,RIBATEJO E OESTE,0.07,0.13,0.79,0.01
1402,16C1402,Alcanena,MÉDIO TEJO,RIBATEJO E OESTE,0.07,0.13,0.79,0.01
1408,16C1408,Constância,MÉDIO TEJO,RIBATEJO E OESTE,0.07,0.13,0.79,0.01
1410,16C1410,Entroncamento,MÉDIO TEJO,RIBATEJO E OESTE,0.07,0.13,0.79,0.01
1411,16C1411,Ferreira do Zêzere,MÉDIO TEJO,RIBATEJO E OESTE,0.07,0.13,0.79,0.01
1417,16C1417,Sardoal,MÉDIO TEJO,RIBATEJO E OESTE,0.07,0.13,0.79,0.01
1418,16C1418,Tomar,MÉDIO TEJO,RIBATEJO E OESTE,0.07,0.13,0.79,0.01
1419,16C1419,Torres Novas,MÉDIO TEJO,RIBATEJO E OESTE,0.07,0.13,0.79,0.01
1420,16C1420,Vila Nova da Barquinha,MÉDIO TEJO,RIBATEJO E OESTE,0.07,0.13,0.79,0.01
1421,16C1421,Ourém,MÉDIO TEJO,RIBATEJO E OESTE,0.07,0.13,0.79,0.01
